entity_id,entity_label,relation_id,relation_label,inverse,question,answer_id,entity_start,entity_end
Q79875,mobile,R19,place of birth,True,Who was born in mobile,Q14951063,4,4
Q1188691,peace bridge,P31,instance of,False,What kind of bridge is peace bridge,Q158218,5,3
Q4703682,al clauss,P413,position played on team / speciality,False,what is the position of al clauss,Q1048902,5,6
Q724728,james sinclair,P21,sex or gender,False,What gender was james sinclair,Q6581097,3,4
Q3962837,slouching towards bedlam,P404,game mode,False,what type of game is slouching towards bedlam,Q208850,5,7
Q5774615,history: mob music,P175,performer,False,which musician produced history: mob music,Q162634,3,5
Q2001181,charles town,P17,country,False,"what country is charles town, west virginia in",Q30,3,4
Q1342267,a thousand years of good prayers,P136,genre,False,what is the netflix genre of the film a thousand years of good prayers,Q130232,8,13
Q167850,zaz,P136,genre,False,Which genre of music does zaz associate with,Q1062400,5,5
Q220158,zoogz rift,P264,record label,False,what label is zoogz rift under,Q639182,3,4
Q6084932,hakan karahan,P19,place of birth,False,where was hakan karahan born,Q406,2,3
Q12006,dave grohl,P19,place of birth,False,Where was dave grohl born,Q862733,2,3
Q12152,myocardial infarction,R509,cause of death,True,who died of myocardial infarction,Q3111894,3,4
Q226730,silent film,R136,genre,True,What a silent film released in 1918,Q4658756,2,3
Q8261,novel,R136,genre,True,what is a novel written by Martin Allerdale Grainger,Q8033365,3,3
Q506430,david malouf,P19,place of birth,False,What is david malouf place of birth,Q34932,2,3
Q7738013,the greater love,P136,genre,False,What type of film is the greater love,Q226730,5,7
Q72792,hal roach,R57,director,True,what film  hal roach the director of,Q3821671,2,3
Q575806,lawrence gordon,R162,producer,True,What is a film produced by lawrence gordon (producer),Q229558,6,7
Q272866,toni rothmund,P20,place of death,False,Where did toni rothmund perish,Q1040,2,3
Q7793862,thomas seidelin,P413,position played on team / speciality,False,What is the position of thomas seidelin in football,Q201330,5,6
Q7739711,the hillside strangler,P136,genre,False,what category us the hillside strangler on Netflix,Q200092,3,5
Q5494151,freak,P495,country of origin,False,Where did the tv program freak originate from,Q145,5,5
Q2908579,boesman and lena,P58,screenwriter,False,boesman and lena is a story by,Q601307,0,2
Q7798922,simcity,P123,publisher,False,who was the publisher of the computer videogame simcity,Q7643562,8,8
Q1713599,rudolf münger,P21,sex or gender,False,Which gender is rudolf munger,Q6581097,3,4
Q316336,ersan i̇lyasova,P27,country of citizenship,False,which country is ersan Ilyasova from,Q43,3,4
Q1757697,life and death are wearing me out,P50,author,False,who wrote life and death are wearing me out,Q8998,2,8
Q496607,flathead county,R131,located in the administrative territorial entity,True,what is the hud county place in flathead county,Q853175,7,4
Q7338687,riverton–belvidere bridge,P31,instance of,False,what kind of bridge is the riverton-belvidere bridge,Q158218,6,3
Q6833582,michael pook,P413,position played on team / speciality,False,What soccer position does michael pook play,Q193592,4,5
Q211974,silvio narizzano,R57,director,True,which film was directed by silvio narizzano,Q6676038,5,6
Q5212720,damn yankees,P495,country of origin,False,what country was damn yankees filmed in,Q30,3,4
Q5234545,david h. mcnerney,P20,place of death,False,where on earth did david h. mcnerney die,Q16555,4,6
Q193592,midfielder,R413,position played on team / speciality,True,what midfielder played the majority of his career for falkirk,Q6198092,1,1
Q7561180,song of the sea,P58,screenwriter,False,who wrote song of the sea,Q728396,2,5
Q3927,astrakhan,R19,place of birth,True,Who was born in astrakhan,Q3753178,4,4
Q16091352,gordon wallace,P21,sex or gender,False,Is gordon wallace male or female,Q6581097,1,2
Q2414765,café titanic,P136,genre,False,what is the genre of the film buffet titanic,Q130232,7,8
Q7368904,rosie méndez,P27,country of citizenship,False,what is the nationality of rosie mendez,Q30,5,6
Q2644875,alfred dobbert,P19,place of birth,False,Where was  alfred dobbert born,Q153974,2,3
Q5442165,felix chimaokwu,P413,position played on team / speciality,False,What position does felix chimaokwu play,Q280658,3,4
Q441722,jamie babbit,R57,director,True,what film was jamie babbit the director of,Q2653573,3,4
Q478579,the tempest,P136,genre,False,under what netflix genre would the tempest be found,Q130232,5,6
Q506592,john phillips,R676,lyrics by,True,what is a work by john phillips,Q8034465,5,6
Q1801544,lamhe,P272,production company,False,what is the producing company of the movie lamhe,Q1696916,8,8
Q674082,paul philippe cret,P20,place of death,False,Where in the US did paul philippe cret die,Q1345,5,7
Q55407,raj kapoor,P40,child,False,Who is the child of raj kapoor,Q7336836,5,6
Q318461,vasil levski,P140,religion or worldview,False,what belief does vasil levski belong to,Q35032,3,4
Q1150785,"mickey, donald, goofy: the three musketeers",P495,country of origin,False,"Which country is the film mickey, donald, goofy: the three musketeers from",Q30,5,10
Q224754,tony goldwyn,R162,producer,True,What film did tony goldwyn produce,Q850276,3,4
Q338678,the treatment,P364,original language of film or TV show,False,what language is the treatment in,Q1860,3,4
Q10871364,baseball player,R106,occupation,True,Name a baseball player,Q7372646,2,3
Q458426,misty stone,P172,ethnic group,False,what ethnicity is misty stone,Q49085,3,4
Q115764,emmanuel pahud,P264,record label,False,what label is emmanuel pahud on,Q3045977,3,4
Q1031664,benny sapp,P413,position played on team / speciality,False,"what is the position of benny sapp, the football player",Q869161,5,6
Q3210994,the bumblebee flies anyway,P364,original language of film or TV show,False,What language is the movie the bumblebee flies anyway in,Q1860,3,8
Q295599,two-face,P170,creator,False,Who created the character of two-face,Q464282,5,5
Q6306102,juli erickson,P27,country of citizenship,False,Name juli erickson country of origin.,Q30,1,2
Q1308637,the purchase price,P136,genre,False,What genre is the film the purchase price,Q1054574,3,7
Q1567505,the awakening,P136,genre,False,Is the awakening a novel or a short story,Q8261,1,2
Q3209095,irene taylor brodsky,P27,country of citizenship,False,which country is irene taylor brodsky from,Q30,3,5
Q281894,converge,P264,record label,False,under which label does the band converge work,Q726153,6,6
Q508462,laura veirs,R175,performer,True,whats an album by the artist laura veirs,Q16960003,6,7
Q176,quebec,P421,located in time zone,False,Which timezone is quebec located in,Q941023,3,3
Q2312855,mladen šekularac,P413,position played on team / speciality,False,Does mladen Sekularac play small forward or point guard,Q308879,1,2
Q93204,documentary film,R136,genre,True,Name a documentary film.,Q2887414,2,3
Q458749,wanderlei silva,P27,country of citizenship,False,what country is wanderlei silva from,Q155,3,4
Q10342549,otávio gabus mendes,P20,place of death,False,where was the death place of octavio gabus mendes,Q174,6,8
Q239897,joann sfar,R58,screenwriter,True,who helped write the story for joann sfar,Q287001,6,7
Q1133723,freaks,P58,screenwriter,False,Who wrote the film freaks,Q983356,4,4
Q2030682,room 6,P495,country of origin,False,which country was room 6 shown in,Q30,3,4
Q6928361,mr. & mrs. used to be,P175,performer,False,Who released the album mr. & mrs. used to be,Q272931,4,9
Q484641,pop rock,R136,genre,True,which musician plays pop rock,Q4043240,3,4
Q284162,barbie in 'a christmas carol',P495,country of origin,False,What country was the movie barbie in a christmas carol made by,Q30,5,9
Q7372992,roy ironside,P413,position played on team / speciality,False,"what is the soccer player, roy ironside, position",Q201330,5,6
Q3655685,john inglis,P413,position played on team / speciality,False,what position does john inglis play,Q336286,3,4
Q718806,proteus,P170,creator,False,who created proteus (comics),Q631369,2,2
Q35760,essay,R136,genre,True,what is a book in the essay genre,Q330242,6,6
Q4413326,grave secrets,P364,original language of film or TV show,False,what language was used in secret screams,Q1860,5,6
Q845613,more than human,P50,author,False,Who authored more than human,Q240253,2,4
Q7173337,peter collier,P106,occupation,False,What is Peter Collier profession,Q36180,2,3
Q188874,colorectal cancer,R509,cause of death,True,what person died from colorectal cancer,Q1351583,4,5
Q2666920,grayslake,R19,place of birth,True,"what person was born in grayslake, illinois",Q6196893,5,5
Q6312887,jungle queen,P136,genre,False,What is the genre of movie that jungle queen is,Q319221,7,8
Q175395,adolf berman,P20,place of death,False,Which city did adolf berman die in,Q33935,3,4
Q7776341,the wrong birds,P495,country of origin,False,which country made the wrong birds,Q30,3,5
Q1705928,ajay pohankar,P21,sex or gender,False,What is ajay pohankar gender,Q6581097,2,3
Q4684107,adolf hitler: my part in his downfall,P495,country of origin,False,what country was adolf hitler: my part in his downfall filmed in,Q145,3,9
Q5730399,henry winslow woollett,P27,country of citizenship,False,which country is henry winslow woollett from,Q145,3,5
Q6288972,josh heinrichs,P21,sex or gender,False,whats josh heinrichs biological sex,Q6581097,1,2
Q4912886,billy lee,P413,position played on team / speciality,False,What position did billy lee play for the st louis browns,Q1142885,3,4
Q1168531,the lavender hill mob,P162,producer,False,who made the film the lavender hill mob,Q1362106,2,7
Q388266,as far as my feet will carry me,P364,original language of film or TV show,False,what language is as far as my feet will carry me in,Q7737,3,10
Q170452,adriano,P413,position played on team / speciality,False,what position does adriano leite ribeiro play,Q280658,3,3
Q1143358,shortstop,R413,position played on team / speciality,True,who played shortstop for the new york mets,Q7282317,2,2
Q4933137,bob leatherbarrow,P27,country of citizenship,False,Where is bob leatherbarrow from,Q30,2,3
Q380266,third-person shooter,R136,genre,True,Name a third-person shooter game,Q780045,2,3
Q50764,éric rohmer,R57,director,True,Name a film directed by Eric rohmer.,Q3564391,5,6
Q285841,nick barmby,P21,sex or gender,False,is nick barmby male or female,Q6581097,1,2
Q6581097,male,R21,sex or gender,True,Who is a male character from Warlord comic series,Q6723789,3,3
Q6212409,joe smith,P413,position played on team / speciality,False,what position did joe smith play,Q1050571,3,4
Q7976492,wayne morse farm,P149,architectural style,False,Which style of architecture is the wayne morse farm,Q5148367,6,8
Q33999,actor,R106,occupation,True,who is an american actor,Q6755457,4,4
Q1126597,jános kőbányai,P21,sex or gender,False,janos kobanyai would self-identify as this gender.,Q6581097,0,1
Q7738172,the green hornet strikes again!,P136,genre,False,what type of film is the green hornet strikes again!,Q1535153,5,9
Q5648767,hannah's law,P495,country of origin,False,In which country was hannahs law filmed,Q30,4,5
Q206317,kraljevo,R19,place of birth,True,which footballer was born in the serbian city of kraljevo,Q1177341,9,9
Q1400,pennsylvania,R276,location,True,What event is located in Pennsylvania,Q2902339,5,5
Q639669,musician,R106,occupation,True,Name a musician,Q846265,2,2
Q4931864,bob bodak,P19,place of birth,False,Where was bob bodak born,Q34116,2,3
Q7991947,wheaton,P17,country,False,what country is  wheaton located in,Q30,3,3
Q5494547,fred barratt,P21,sex or gender,False,what gender is fred barratt,Q6581097,3,4
Q711666,arthur symons,P19,place of birth,False,where was arthur symons born,Q991055,2,3
Q1103844,cláudio pitbull,P19,place of birth,False,what was claudio pitbull place of birth,Q40269,2,3
Q4808587,assault of darkness,P136,genre,False,Which netflix genre would one expect to find the film assault of darkness categorized in,Q200092,10,12
Q5024477,calvin peete,P21,sex or gender,False,What is the sex of calvin peete,Q6581097,5,6
Q7901888,usha parinayam,P495,country of origin,False,what country is the film usha parinayam filmed in,Q668,5,6
Q1297,chicago,R19,place of birth,True,who was born in chicago,Q2709396,4,4
Q1146552,point break,P162,producer,False,who is the producer for point break,Q15128739,5,6
Q914157,teorema,P136,genre,False,what is the genre of the film theorem,Q130232,7,7
Q7268527,quake,P495,country of origin,False,what country is quake from,Q30,3,3
Q5924410,hsu ming-chieh,P413,position played on team / speciality,False,what position does  hsu ming-chieh play,Q1048902,3,4
Q193592,midfielder,R413,position played on team / speciality,True,who is a midfielder in football,Q7161006,3,3
Q5268422,dexter mccleon,P413,position played on team / speciality,False,what position does dexter mccleon play in football,Q24994,3,4
